test,2176019,2177044,5373,6.5,114.0,440.0,0.09,0.0,35.840943323969626,39.93206045766029,10000.0,200,168,16,360,60,53.73347279112789,33.03419551065397
test,168183,167531,468,6.5,114.0,440.0,0.09,0.0,38.071361448512505,62.33820845248093,10000.0,200,168,16,360,60,69.99999347513278,26.456645662727997
test,158156,159688,602,6.5,114.0,440.0,0.09,0.0,46.361761170074985,41.33053117372076,10000.0,200,168,16,360,60,15.58496863323749,69.99997324263254
test,360737,289900,1673,6.5,114.0,440.0,0.09,0.0,5.263055718277348,55.751926433039664,10000.0,200,168,16,360,60,69.99999999556279,11.672596560902374
test,672836,328996,6684,6.5,114.0,440.0,0.09,0.0,21.922768617488025,28.790056202804497,10000.0,200,168,16,360,60,5.000000000077016,15.3934192113212
test,39849,7969,480,6.5,114.0,440.0,0.09,0.0,41.00026068228185,27.00015344356651,10000.0,200,168,16,360,60,5.000000000000001,5.000000000000001
test,19174410,19156568,43530,6.5,114.0,440.0,0.09,0.0,40.45865833439722,37.41216634312893,10000.0,200,168,16,360,60,69.999999999813,40.648572123724634
test,8887778,8869849,20405,6.5,114.0,440.0,0.09,0.0,51.14343345994662,34.34205137984073,10000.0,200,168,16,360,60,69.99999999999999,42.932356869100886
test,4799867,4791871,12487,6.5,114.0,440.0,0.09,0.0,47.54853496307435,51.00850328312916,10000.0,200,168,16,360,60,28.338009919571792,69.99999999999852
test,517495,512904,1399,6.5,114.0,440.0,0.09,0.0,14.806074435941387,50.98909244520346,10000.0,200,168,16,360,60,69.99999999999999,29.82216287031935
test,468966,458911,1729,6.5,114.0,440.0,0.09,0.0,1.4641629963812914e-09,61.13351808844521,10000.0,200,168,16,360,60,58.83753942299759,22.81653088662979
test,559617,558898,1502,6.5,114.0,440.0,0.09,0.0,9.638639196996822,49.31746833559273,10000.0,200,168,16,360,60,56.469117656411285,36.10266164171662
test,1364048,1362820,3174,6.5,114.0,440.0,0.09,0.0,23.410251959364764,15.286796544856516,10000.0,200,168,16,360,60,49.51432481431542,69.11439376073169
test,604677,593825,1681,6.5,114.0,440.0,0.09,0.0,20.974800172534934,78.06362241341664,10000.0,200,168,16,360,60,69.99999888046882,50.2019103786722
test,2357790,2230650,29682,6.5,114.0,440.0,0.09,0.0,14.816261918831582,174.12792186691368,10000.0,200,168,16,360,60,69.9999999999911,69.9999989489471
test,7509173,7248968,44608,6.5,114.0,440.0,0.09,0.0,85.53312719957391,130.15269976295096,10000.0,200,168,16,360,60,69.9999994464328,69.99999999999977
test,3583101,3516453,12605,6.5,114.0,440.0,0.09,0.0,65.00287086697529,87.3974206736469,10000.0,200,168,16,360,60,52.36425390761677,69.99999995851432
test,3583101,3516453,12605,6.5,114.0,440.0,0.09,0.0,65.00287086697529,87.3974206736469,10000.0,200,168,16,360,60,52.36425390761677,69.99999995851432
test,5689732,5539492,26894,6.5,114.0,440.0,0.09,0.0,57.95556380767839,120.523982664665,10000.0,200,168,16,360,60,42.075627044129455,69.99999998941746
test,194395552,194418590,7184,6.5,114.0,440.0,0.09,0.0,391.33784684818943,347.2010132657623,10000.0,200,168,16,360,60,280.11379412627747,336.9318198871666
test,93840912,93442578,3783,6.5,114.0,440.0,0.09,0.0,389.84569838219943,292.91828452604807,10000.0,200,168,16,360,60,310.25943758290697,231.5327978759737
test,130452944,130266513,4679,6.5,114.0,440.0,0.09,0.0,387.39054709678925,402.41873142433514,10000.0,200,168,16,360,60,366.9161174633977,316.084309129221
test,128333584,128266110,4975,6.5,114.0,440.0,0.09,0.0,127.87863374511014,168.43813516879274,10000.0,200,168,16,360,60,257.2990499301277,440.5284552791901
test,151657360,151618019,4911,6.5,114.0,440.0,0.09,0.0,220.88599436365578,257.2308392835985,10000.0,200,168,16,360,60,336.5554546283938,489.1829979316844
test,126242136,125222406,4941,6.5,114.0,440.0,0.09,0.0,2.2437176784323357e-08,485.1924371276339,10000.0,200,168,16,360,60,523.9042252670821,316.51658633051494
test1,23215182,21849966,2547,6.5,114.0,440.0,0.09,0.0,225.15425031369193,1.179534802219788e-18,10000.0,200,168,16,360,60,99.27817334177892,274.25191820070046
test1,19737094,18754704,2615,6.5,114.0,440.0,0.09,0.0,324.3986964427239,5.951593807465123e-14,10000.0,200,168,16,360,60,97.67352352472246,246.9898202550226
test1,384118400,358080752,24081,6.5,114.0,440.0,0.09,0.0,117.40613194480085,361.2849809581609,10000.0,200,168,16,360,60,599.9999999999999,96.92969061659215
test1,170849648,166813233,17545,6.5,114.0,440.0,0.09,0.0,1172.0638596588901,810.8984245601828,10000.0,200,168,16,360,60,599.9999999999999,599.9999995447992
test1,199464192,188795459,72551,6.5,114.0,440.0,0.09,0.0,933.3585228082766,1571.9764285816968,10000.0,200,168,16,360,60,584.3423254013842,599.9999997638944
test1,199464192,188795459,72551,6.5,114.0,440.0,0.09,0.0,933.3585228082766,1571.9764285816968,10000.0,200,168,16,360,60,584.3423254013842,599.9999997638944
test1,199464192,188795459,72551,6.5,114.0,440.0,0.09,0.0,933.3585228082766,1571.9764285816968,10000.0,200,168,16,360,60,584.3423254013842,599.9999997638944
test1,179440992,175650841,13540,6.5,114.0,440.0,0.09,0.0,354.72018402463044,1180.2475053633711,10000.0,200,168,16,360,60,599.9999999997036,599.9999999999899
test1,142432768,141577578,5728,6.5,114.0,440.0,0.09,0.0,286.8123161486499,794.013049468191,10000.0,200,168,16,360,60,555.9140644608459,599.9999999999936
test1,129185400,128799992,4685,6.5,114.0,440.0,0.09,0.0,168.09450128880053,705.1998398772356,10000.0,200,168,16,360,60,586.8251385298802,599.9996082195961
test1,129185400,128799992,4685,6.5,114.0,440.0,0.09,0.0,168.09450128880053,705.1998398772356,10000.0,200,168,16,360,60,586.8251385298802,599.9996082195961
test1,129185400,128799992,4685,6.5,114.0,440.0,0.09,0.0,168.09450128880053,705.1998398772356,10000.0,200,168,16,360,60,586.8251385298802,599.9996082195961
test1,158954640,158611067,5285,6.5,114.0,440.0,0.09,0.0,181.9597828925742,627.9197293150772,10000.0,200,168,16,360,60,599.9999919090595,599.9999995763774
test1,160347488,160006140,5314,6.5,114.0,440.0,0.09,0.0,182.88857420037354,624.1587005123542,10000.0,200,168,16,360,60,599.9999998863387,599.9999997405005
test1,157748304,157402525,5261,6.5,114.0,440.0,0.09,0.0,181.1326715976399,631.1984044497048,10000.0,200,168,16,360,60,599.9999998052575,599.9999990252329
test1,156767408,156420026,5241,6.5,114.0,440.0,0.09,0.0,180.4620523557183,633.8822582496565,10000.0,200,168,16,360,60,599.9999992432106,599.9999999465
test1,155349024,154999303,5212,6.5,114.0,440.0,0.09,0.0,179.482701101925,637.7946905876804,10000.0,200,168,16,360,60,599.9999999780046,599.9999998203712
test1,883423104,850653078,1092008,6.5,114.0,440.0,0.09,0.0,810.5182666605132,1578.5806032278801,10000.0,200,168,16,360,60,454.70857819249517,599.9999999999999
test1,82618272,81298688,2773,6.5,114.0,440.0,0.09,0.0,283.9696581884745,50.328285526097154,10000.0,200,168,16,360,60,599.9785176977932,394.7684992265421
test1,123389632,122090753,4517,6.5,114.0,440.0,0.09,0.0,28.37904566519911,659.704259158934,10000.0,200,168,16,360,60,599.9999999461418,599.9999999815425
test1,169956352,169276277,6043,6.5,114.0,440.0,0.09,0.0,65.89882766649994,647.1550919598031,10000.0,200,168,16,360,60,599.9999993255138,599.999999826566
test1,187270800,186341114,7605,6.5,114.0,440.0,0.09,0.0,159.46640705097207,810.4570183575461,10000.0,200,168,16,360,60,599.9999999745922,599.9999999452716
test1,176511536,175397887,7091,6.5,114.0,440.0,0.09,0.0,167.20645039312382,805.1737234029829,10000.0,200,168,16,360,60,599.9999973920451,599.9999986596192
test1,4130087,4132385,4071,6.5,114.0,440.0,0.09,0.0,300.76879899142335,606.5672451283125,10000.0,200,168,16,360,60,458.72546662784305,524.6140791674799
test1,70877984,69974153,63711,6.5,114.0,440.0,0.09,0.0,229.4230624815157,621.8784068361006,10000.0,200,168,16,360,60,599.9999999994737,599.9999999998739
test1,4955630,4944097,4668,6.5,114.0,440.0,0.09,1.0,188.55903731178879,653.0965899786827,10000.0,200,168,16,360,60,599.9999983581013,599.9999939950957
test1,4955630,4944097,4668,6.5,114.0,440.0,0.09,1.0,188.55903731178879,653.0965899786827,10000.0,200,168,16,360,60,599.9999983581013,599.9999939950957
test1,4955630,4944097,4668,6.5,114.0,440.0,0.09,1.0,188.55903731178879,653.0965899786827,10000.0,200,168,16,360,60,599.9999983581013,599.9999939950957
test1,4955630,4944097,4668,6.5,114.0,440.0,0.09,1.0,188.55903731178879,653.0965899786827,10000.0,200,168,16,360,60,599.9999983581013,599.9999939950957
test1,4955630,4944097,4668,6.5,114.0,440.0,0.09,1.0,188.55903731178879,653.0965899786827,10000.0,200,168,16,360,60,599.9999983581013,599.9999939950957
test1,4955630,4944097,4668,6.5,114.0,440.0,0.09,1.0,188.55903731178879,653.0965899786827,10000.0,200,168,16,360,60,599.9999983581013,599.9999939950957
test1,4955630,4944097,4668,6.5,114.0,440.0,0.09,1.0,188.55903731178879,653.0965899786827,10000.0,200,168,16,360,60,599.9999983581013,599.9999939950957
test1,1936604,1908876,2666,6.5,114.0,440.0,0.09,1.0,130.18150158096762,944.1285694987115,10000.0,200,168,16,360,60,599.999999999976,599.9999998218365
test1,3549405,3516252,2825,6.5,114.0,440.0,0.09,1.0,322.9986579803662,401.03332382971917,10000.0,200,168,16,360,60,599.9999999997465,599.9999999999999
test1,2530622,2501435,2182,6.5,114.0,440.0,0.09,1.0,40.93194949399279,388.5186332495037,10000.0,200,168,16,360,60,599.9999999998923,599.9999999186589
test1,4630013,4597891,3793,6.5,114.0,440.0,0.09,0.0,201.4257815337904,446.63800073872824,10000.0,200,168,16,360,60,599.999999956881,599.9999999844823
test1,4537142,4480303,6763,6.5,114.0,440.0,0.09,0.0,166.31689642814655,997.5668595383039,10000.0,200,168,16,360,60,599.9999999977985,599.9999999951178
test1,5731510,5700437,10062,6.5,114.0,440.0,0.09,0.0,52.450332786892425,1051.9534233333395,10000.0,200,168,16,360,60,599.9999988255878,599.9999999999999
test1,3302528,3290625,2916,6.5,114.0,440.0,0.09,0.0,171.320078269565,566.3420029170474,10000.0,200,168,16,360,60,599.999999945657,599.9999999358486
test1,3192601,3181660,2737,6.5,114.0,440.0,0.09,0.0,199.31946179753717,532.4759005539114,10000.0,200,168,16,360,60,599.9999993714501,599.9999992356633
test1,3407061,3394264,3067,6.5,114.0,440.0,0.09,0.0,201.76340093437264,605.016277258678,10000.0,200,168,16,360,60,599.9999931664465,599.9999998711526
test1,36694620,36585643,31295,6.5,114.0,440.0,0.09,0.0,330.9922927574186,542.4361872472035,10000.0,200,168,16,360,60,599.9999999956842,599.9999999998332
test1,40841612,40815711,38918,6.5,114.0,440.0,0.09,0.0,457.20827787845576,578.6656807616529,10000.0,200,168,16,360,60,475.2017222136344,599.9999994211435
test1,0,0,0,6.5,114.0,440.0,0.09,0.0,35.02704388892432,35.027043936838545,10000.0,200,168,16,360,60,5.000001034053982,5.000001034062526
test1,5735367,5628601,35721,6.5,114.0,440.0,0.09,0.0,9.04910170886341e-10,1111.2984787632233,10000.0,200,168,16,360,60,400.0452637312863,340.7018946219869
test1,5735367,5628601,35721,6.5,114.0,440.0,0.09,0.0,9.04910170886341e-10,1111.2984787632233,10000.0,200,168,16,360,60,400.0452637312863,340.7018946219869
test1,4066388,3994966,5241,6.5,114.0,440.0,0.09,0.0,204.52963360078127,460.7929674787506,10000.0,200,168,16,360,60,212.38375061200855,351.1153371963769
test1,3554347,3502306,4289,6.5,114.0,440.0,0.09,0.0,246.09120280765484,414.63208530494325,10000.0,200,168,16,360,60,204.7861792169373,344.2843943238062
test1,8592645,8348573,30587,6.5,114.0,440.0,0.09,0.0,762.0700963795964,1273.805011864038,10000.0,200,168,16,360,60,554.9316906575565,599.9999999999999
test1,7087482,6920813,20180,6.5,114.0,440.0,0.09,0.0,762.7675302514212,1197.6444060750182,10000.0,200,168,16,360,60,599.9999999976437,599.9999984553682
test1,11232888,10843858,105553,6.5,114.0,440.0,0.09,0.0,1217.6919445262017,1207.9680218819449,10000.0,200,168,16,360,60,284.59259683722024,599.9999999947701
test1,2478393,2468875,2186,6.5,114.0,440.0,0.09,0.0,394.73457073049275,404.68600632493155,10000.0,200,168,16,360,60,363.6260133173558,599.9999998488659
test1,10151795,10029216,19939,6.5,114.0,440.0,0.09,0.0,1071.4743511822824,49.591944280252484,10000.0,200,168,16,360,60,599.9999999990588,420.8151292678987
test1,8104862,7834670,437645,6.5,114.0,440.0,0.09,0.0,328.4174891962852,2120.6393581026527,10000.0,200,168,16,360,60,599.9999959731707,599.9999999999999
test1,11184374,11002804,21939,6.5,114.0,440.0,0.09,0.0,339.93133088582255,921.9934939957299,10000.0,200,168,16,360,60,160.9549245965345,599.9999998942736
test1,5316263,5085493,8062,6.5,114.0,440.0,0.09,0.0,1.6976532069934676e-32,5.054029518371663e-25,10000.0,200,168,16,360,60,599.9999994304294,291.78960972939785
test1,3336443,3317585,3639,6.5,114.0,440.0,0.09,0.0,1.2827633884202094e-24,2.3351763563639225e-20,10000.0,200,168,16,360,60,374.13570351004466,598.0500413856116
test1,3336443,3317585,3639,6.5,114.0,440.0,0.09,0.0,1.2827633884202094e-24,2.3351763563639225e-20,10000.0,200,168,16,360,60,374.13570351004466,598.0500413856116
test1,3336443,3317585,3639,6.5,114.0,440.0,0.09,0.0,1.2827633884202094e-24,2.3351763563639225e-20,10000.0,200,168,16,360,60,374.13570351004466,598.0500413856116
test1,248798,202627,39288899412,6.5,114.0,440.0,0.09,0.0,3695.6244571277066,3.539943796511462e-31,10000.0,200,168,16,360,60,535.6439219974424,185.67151263143558
test1,248798,202627,39288899412,6.5,114.0,440.0,0.09,50.0,3695.6244571277066,3.539943796511462e-31,10000.0,200,168,16,360,60,535.6439219974424,185.67151263143558
test1,248798,202627,39288899412,6.5,114.0,440.0,0.09,50.0,3695.6244571277066,3.539943796511462e-31,10000.0,200,168,16,360,60,535.6439219974424,185.67151263143558
